loan_id,borrower_id,origination_date,maturity_date,product_type,region,sector,employment_type,age,gender,marital_status,education_level,monthly_income_npr,credit_score,loan_amount_npr,interest_rate_pct,term_months,collateral_type,pd,lgd,ead,expected_loss_npr,status,days_past_due,defaulted_flag,current_balance_npr,recovered_amount_npr,vintage,npa_flag,realized_loss_npr
L001854,B00660,2021-07-11,2026-07-11,personal,Gandaki,manufacturing,self-employed,57,F,married,primary,106211,634,60383,20.54,60,cash_deposit,0.4,0.1414,59007.54,3336.32,current,0,0,22628.15,0.0,2021-Q3,0,0.0
L001855,B00109,2025-08-07,2028-08-07,personal,Sudurpashchim,health,agriculture,28,F,single,master,47216,673,67644,14.45,36,guarantee,0.3614,0.448,71949.31,11647.79,current,0,0,67272.59,0.0,2025-Q3,0,0.0
L001856,B00008,2023-03-27,2026-03-27,SME,Koshi,health,informal,39,M,single,secondary,29288,662,1337507,15.02,36,guarantee,0.4,0.4143,1232876.46,204314.38,current,0,0,206392.96,0.0,2023-Q1,0,0.0
L001857,B01064,2021-05-22,2024-05-22,auto,Koshi,wholesale,business_owner,25,M,married,secondary,81442,601,296743,10.66,36,vehicle,0.4,0.5031,283616.63,57071.13,90_dpd,112,0,167693.97,0.0,2021-Q2,1,0.0
L001858,B00476,2024-12-17,2025-12-17,auto,Lumbini,construction,self-employed,21,F,single,bachelor,60804,602,261330,10.22,12,vehicle,0.4,0.3753,274669.54,41236.82,30_dpd,57,0,140650.21,0.0,2024-Q4,0,0.0
L001859,B01616,2025-11-29,2027-11-29,auto,Koshi,retail,salaried,66,O,married,bachelor,31689,617,180791,19.29,24,guarantee,0.4,0.4214,176002.86,29667.96,current,0,0,102287.59,0.0,2025-Q4,0,0.0
L001860,B01045,2023-06-28,2027-06-28,micro,Bagmati,retail,informal,53,F,married,master,40556,699,50136,17.35,48,none,0.2178,0.6924,52180.83,7869.92,30_dpd,50,0,51951.24,0.0,2023-Q2,0,0.0
L001861,B00232,2025-06-19,2028-06-19,micro,Gandaki,manufacturing,agriculture,24,M,married,primary,42938,703,63118,14.48,36,cash_deposit,0.2003,0.2013,64644.59,2606.05,current,0,0,19037.22,0.0,2025-Q2,0,0.0
L001862,B00842,2024-03-25,2030-03-25,micro,Karnali,wholesale,self-employed,34,M,married,master,99552,633,26593,15.89,72,guarantee,0.4,0.4508,25447.33,4588.92,90_dpd,114,0,6967.31,0.0,2024-Q1,1,0.0
L001863,B01221,2025-01-25,2030-01-25,home,Sudurpashchim,construction,business_owner,62,F,married,primary,17296,690,645293,11.64,60,property,0.2318,0.3389,668690.11,52532.91,current,0,0,81918.73,0.0,2025-Q1,0,0.0
L001864,B00174,2021-06-11,2023-06-11,home,Sudurpashchim,wholesale,salaried,26,M,married,bachelor,75873,706,1433205,12.09,24,property,0.158,0.3478,1475187.37,81051.43,current,0,0,589904.17,0.0,2021-Q2,0,0.0
L001865,B00273,2023-08-11,2025-08-11,SME,Bagmati,retail,self-employed,62,F,married,bachelor,108764,660,475632,10.39,24,guarantee,0.4,0.4134,511828.1,84644.02,current,0,0,443226.5,0.0,2023-Q3,0,0.0
L001866,B00095,2022-01-11,2026-01-11,personal,Lumbini,wholesale,salaried,49,F,single,bachelor,76517,667,177726,15.99,48,none,0.4,0.85,175431.29,59646.64,30_dpd,49,0,54257.46,0.0,2022-Q1,0,0.0
L001867,B00169,2025-03-28,2027-03-28,home,Gandaki,services,self-employed,42,F,married,master,60260,657,278307,12.91,24,property,0.4,0.2114,270507.37,22873.11,closed,0,0,0.0,0.0,2025-Q1,0,0.0
L001868,B01752,2024-02-04,2029-02-04,SME,Sudurpashchim,services,agriculture,26,F,single,phd,60401,756,1031586,12.92,60,guarantee,0.0362,0.3483,1033174.12,13008.7,current,0,0,265000.6,0.0,2024-Q1,0,0.0
L001869,B00522,2023-03-21,2024-03-21,SME,Gandaki,agriculture,self-employed,44,M,single,secondary,111415,635,970343,11.07,12,property,0.4,0.2182,905702.9,79051.5,current,0,0,353634.16,0.0,2023-Q1,0,0.0
L001870,B00038,2022-04-21,2024-04-21,auto,Madhesh,agriculture,agriculture,23,M,married,master,35847,743,264891,10.59,24,guarantee,0.0556,0.4504,245613.54,6145.33,current,0,0,161804.08,0.0,2022-Q2,0,0.0
L001871,B00242,2026-02-20,2027-08-20,SME,Gandaki,wholesale,salaried,68,F,single,secondary,36908,596,585121,16.49,18,vehicle,0.4,0.4484,597070.24,107079.8,90_dpd,94,0,296326.62,0.0,2026-Q1,1,0.0
L001872,B00075,2022-12-02,2023-12-02,micro,Sudurpashchim,retail,business_owner,30,F,married,master,79745,646,44512,19.15,12,guarantee,0.4,0.4294,47885.35,8224.05,current,0,0,25598.65,0.0,2022-Q4,0,0.0
L001873,B00862,2021-06-10,2027-06-10,home,Sudurpashchim,manufacturing,informal,37,M,married,primary,17965,774,576672,11.18,72,property,0.0781,0.3358,574005.14,15056.48,current,0,0,217449.82,0.0,2021-Q2,0,0.0
L001874,B00670,2024-03-03,2029-03-03,auto,Koshi,retail,self-employed,45,F,married,master,70390,660,318369,9.81,60,vehicle,0.4,0.4565,332664.47,60750.28,60_dpd,80,0,228545.61,0.0,2024-Q1,0,0.0
L001875,B00736,2023-01-11,2028-01-11,micro,Madhesh,services,salaried,44,M,widowed,bachelor,63675,568,51029,19.41,60,guarantee,0.4,0.4279,54001.49,9242.15,60_dpd,84,0,24189.55,0.0,2023-Q1,0,0.0
L001876,B01343,2024-04-27,2029-04-27,personal,Gandaki,health,business_owner,67,M,married,bachelor,43313,549,140106,14.33,60,none,0.4,0.6849,149841.54,41052.25,current,0,0,52634.8,0.0,2024-Q2,0,0.0
L001877,B00615,2022-09-14,2024-03-14,auto,Bagmati,manufacturing,self-employed,48,M,single,bachelor,66195,597,114978,16.93,18,vehicle,0.4,0.5436,114676.7,24935.18,30_dpd,58,0,75310.94,0.0,2022-Q3,0,0.0
L001878,B00223,2022-08-02,2024-08-02,SME,Lumbini,retail,informal,53,M,divorced,primary,46187,685,515895,9.49,24,property,0.2589,0.2532,545590.87,35767.57,30_dpd,50,0,64294.12,0.0,2022-Q3,0,0.0
L001879,B01794,2023-11-16,2028-11-16,personal,Lumbini,retail,agriculture,47,F,single,bachelor,96883,614,149614,18.14,60,none,0.4,0.686,151026.11,41444.18,90_dpd,100,0,21682.21,0.0,2023-Q4,1,0.0
L001880,B00985,2025-06-22,2028-06-22,personal,Karnali,services,self-employed,54,M,single,secondary,17896,695,169531,16.16,36,guarantee,0.2366,0.4397,174512.04,18154.54,current,0,0,33658.53,0.0,2025-Q2,0,0.0
L001881,B00843,2026-06-10,2031-06-10,home,Sudurpashchim,wholesale,salaried,22,M,married,master,84095,620,755292,8.96,60,property,0.4,0.241,744013.21,71734.6,60_dpd,73,0,506455.04,0.0,2026-Q2,0,0.0
L001882,B00807,2026-05-23,2031-05-23,micro,Madhesh,agriculture,self-employed,37,M,married,primary,66046,639,64465,20.2,60,guarantee,0.4,0.34,64650.52,8791.28,current,0,0,41002.54,0.0,2026-Q2,0,0.0
L001883,B01206,2023-08-08,2026-08-08,personal,Koshi,retail,self-employed,60,F,married,bachelor,171329,580,69464,16.18,36,cash_deposit,0.4,0.3035,71815.61,8719.64,current,0,0,58530.68,0.0,2023-Q3,0,0.0
L001884,B01797,2022-07-26,2027-07-26,auto,Koshi,wholesale,salaried,37,M,single,bachelor,52337,662,203791,16.22,60,vehicle,0.4,0.4489,189966.3,34111.28,current,0,0,124814.23,0.0,2022-Q3,0,0.0
L001885,B00354,2023-05-31,2026-05-31,home,Bagmati,wholesale,business_owner,55,M,married,secondary,81737,713,592247,13.35,36,guarantee,0.1319,0.43,594674.6,33714.26,60_dpd,62,0,364799.07,0.0,2023-Q2,0,0.0
L001886,B01317,2021-10-17,2024-10-17,home,Karnali,education,salaried,58,M,married,secondary,48359,743,1010939,10.38,36,property,0.0556,0.2639,931127.49,13651.79,30_dpd,32,0,370977.74,0.0,2021-Q4,0,0.0
L001887,B00981,2024-04-30,2027-04-30,auto,Madhesh,agriculture,business_owner,67,M,single,master,91938,635,78950,13.13,36,vehicle,0.4,0.4302,73008.08,12564.07,defaulted,135,1,10928.79,693.4,2024-Q2,1,11870.67
L001888,B00180,2025-11-26,2029-11-26,SME,Madhesh,retail,salaried,50,F,married,bachelor,78027,763,246628,8.68,48,property,0.0281,0.2422,239259.91,1628.34,60_dpd,75,0,82851.72,0.0,2025-Q4,0,0.0
L001889,B01135,2022-11-24,2028-11-24,home,Gandaki,retail,self-employed,34,M,divorced,secondary,85301,652,1081972,12.61,72,property,0.4,0.1611,1141908.61,73588.92,closed,0,0,0.0,0.0,2022-Q4,0,0.0
L001890,B00526,2021-12-04,2024-12-04,personal,Gandaki,retail,informal,48,M,married,primary,15000,595,78355,14.35,36,guarantee,0.4,0.3729,78446.1,11699.67,current,0,0,61192.32,0.0,2021-Q4,0,0.0
L001891,B00226,2024-01-29,2029-01-29,personal,Madhesh,services,self-employed,22,F,married,bachelor,94399,645,45544,19.94,60,guarantee,0.4,0.4777,48164.7,9203.37,30_dpd,55,0,36600.92,0.0,2024-Q1,0,0.0
L001892,B00466,2021-04-15,2023-04-15,personal,Gandaki,retail,business_owner,32,F,divorced,secondary,97655,731,45731,11.98,24,guarantee,0.1099,0.4673,42851.26,2201.51,current,0,0,40753.62,0.0,2021-Q2,0,0.0
L001893,B00944,2024-06-20,2029-06-20,personal,Lumbini,retail,salaried,22,F,married,secondary,110407,688,122443,16.2,60,cash_deposit,0.2724,0.2928,126856.35,10119.73,current,0,0,81096.98,0.0,2024-Q2,0,0.0
L001894,B01707,2023-09-08,2025-09-08,SME,Koshi,education,salaried,23,M,single,bachelor,75822,669,697488,10.65,24,property,0.3575,0.2707,659059.83,63775.98,current,0,0,218395.07,0.0,2023-Q3,0,0.0
L001895,B01205,2021-04-27,2026-04-27,home,Sudurpashchim,manufacturing,informal,33,M,married,bachelor,60615,673,1616046,11.61,60,cash_deposit,0.3314,0.2554,1660447.32,140524.63,closed,0,0,0.0,0.0,2021-Q2,0,0.0
L001896,B01329,2024-02-05,2029-02-05,auto,Gandaki,construction,salaried,54,F,married,secondary,34756,725,396172,10.89,60,vehicle,0.095,0.4244,406094.69,16374.77,current,0,0,319797.22,0.0,2024-Q1,0,0.0
L001897,B00087,2023-03-19,2025-03-19,personal,Koshi,health,self-employed,65,M,married,bachelor,111313,692,111984,14.31,24,guarantee,0.3115,0.3292,115683.67,11861.01,current,0,0,30869.85,0.0,2023-Q1,0,0.0
L001898,B00499,2025-06-07,2028-06-07,SME,Lumbini,health,business_owner,46,F,married,secondary,100056,633,539456,16.28,36,vehicle,0.4,0.4442,564511.21,100308.5,current,0,0,326264.38,0.0,2025-Q2,0,0.0
L001899,B00814,2024-09-17,2027-09-17,personal,Gandaki,manufacturing,informal,33,M,married,bachelor,79503,749,193772,16.43,36,guarantee,0.0758,0.3644,193124.28,5335.04,current,0,0,39012.81,0.0,2024-Q3,0,0.0
L001900,B01498,2022-05-26,2026-05-26,personal,Koshi,manufacturing,self-employed,60,M,widowed,master,92091,671,61048,16.55,48,guarantee,0.3743,0.3095,64008.6,7415.43,current,0,0,43972.44,0.0,2022-Q2,0,0.0
L001901,B01679,2024-09-20,2025-09-20,personal,Lumbini,manufacturing,salaried,25,M,married,secondary,85375,682,163524,20.19,12,guarantee,0.3061,0.5161,155872.0,24626.0,defaulted,90,1,108541.15,9485.09,2024-Q3,1,15140.91
L001902,B01175,2023-10-28,2025-04-28,auto,Gandaki,agriculture,salaried,28,F,married,bachelor,83415,696,197066,12.09,18,vehicle,0.2018,0.5216,181799.35,19134.76,closed,0,0,0.0,0.0,2023-Q4,0,0.0
L001903,B01737,2022-12-20,2027-12-20,micro,Bagmati,agriculture,self-employed,33,M,married,primary,66502,586,38526,19.25,60,none,0.4,0.7621,35528.6,10830.79,current,0,0,7258.1,0.0,2022-Q4,0,0.0
L001904,B00870,2025-09-19,2027-09-19,micro,Gandaki,health,business_owner,40,M,married,secondary,16352,674,62493,19.25,24,cash_deposit,0.355,0.2999,62654.87,6669.77,90_dpd,107,0,7270.56,0.0,2025-Q3,1,0.0
L001905,B01261,2026-03-29,2027-03-29,SME,Sudurpashchim,health,salaried,47,F,single,bachelor,53335,626,439130,16.27,12,vehicle,0.4,0.4002,409775.42,65593.96,current,0,0,133843.92,0.0,2026-Q1,0,0.0
L001906,B00104,2024-03-20,2025-03-20,SME,Koshi,health,salaried,64,O,single,bachelor,65706,669,275506,14.6,12,property,0.3575,0.2365,253492.54,21434.41,current,0,0,45168.33,0.0,2024-Q1,0,0.0
L001907,B01489,2023-12-27,2026-12-27,home,Madhesh,agriculture,informal,37,M,widowed,secondary,50444,672,787893,8.88,36,property,0.3378,0.1702,803502.17,46205.15,90_dpd,119,0,214586.88,0.0,2023-Q4,1,0.0
L001908,B00739,2026-05-03,2027-11-03,SME,Madhesh,services,salaried,48,O,married,master,53467,668,763248,10.44,18,property,0.3642,0.2535,773546.49,71405.42,30_dpd,45,0,310785.38,0.0,2026-Q2,0,0.0
L001909,B01548,2023-05-06,2026-05-06,personal,Lumbini,retail,business_owner,52,F,married,bachelor,55912,687,67622,18.34,36,guarantee,0.2779,0.4925,63586.7,8702.28,90_dpd,103,0,33603.5,0.0,2023-Q2,1,0.0
L001910,B01141,2025-06-15,2028-06-15,personal,Sudurpashchim,manufacturing,salaried,23,O,married,bachelor,96468,745,63452,16.52,36,guarantee,0.1421,0.4796,60022.67,4091.27,60_dpd,85,0,6841.48,0.0,2025-Q2,0,0.0
L001911,B01532,2025-04-13,2030-04-13,SME,Karnali,services,self-employed,37,F,married,secondary,53332,714,284284,15.98,60,vehicle,0.1284,0.4588,300743.14,17717.05,60_dpd,79,0,99956.57,0.0,2025-Q2,0,0.0
L001912,B00419,2025-02-11,2026-08-11,personal,Koshi,construction,salaried,34,M,divorced,master,18107,694,70332,15.55,18,guarantee,0.2415,0.3702,70395.71,6292.39,90_dpd,110,0,38237.6,0.0,2025-Q1,1,0.0
L001913,B01367,2025-03-25,2030-03-25,micro,Gandaki,agriculture,salaried,30,F,married,bachelor,57733,593,42085,16.05,60,cash_deposit,0.4,0.3496,43623.44,6099.68,60_dpd,88,0,13074.63,0.0,2025-Q1,0,0.0
L001914,B01016,2023-08-27,2029-08-27,SME,Madhesh,health,salaried,60,F,married,secondary,65809,716,277289,16.07,72,property,0.1217,0.2938,273782.63,9791.77,closed,0,0,0.0,0.0,2023-Q3,0,0.0
L001915,B00083,2023-02-25,2024-02-25,personal,Madhesh,retail,salaried,43,M,married,secondary,88397,709,56897,17.58,12,none,0.1763,0.7171,58075.39,7343.97,30_dpd,54,0,37535.67,0.0,2023-Q1,0,0.0
L001916,B00887,2024-09-07,2025-09-07,SME,Karnali,agriculture,self-employed,28,M,married,secondary,102797,662,396249,16.81,12,guarantee,0.4,0.4463,406509.76,72562.54,defaulted,150,1,216724.88,6972.03,2024-Q3,1,65590.51
L001917,B00706,2023-08-08,2025-02-08,personal,Lumbini,retail,self-employed,65,F,married,secondary,111939,664,56290,14.08,18,guarantee,0.4,0.4198,55201.77,9269.57,30_dpd,49,0,49466.01,0.0,2023-Q3,0,0.0
L001918,B00800,2024-09-26,2026-03-26,SME,Sudurpashchim,retail,self-employed,23,M,married,bachelor,63776,745,536103,14.62,18,guarantee,0.0521,0.2951,535919.68,8246.18,current,0,0,223049.31,0.0,2024-Q3,0,0.0
L001919,B01464,2023-10-04,2027-10-04,personal,Karnali,manufacturing,agriculture,21,F,married,bachelor,45084,580,68849,17.14,48,cash_deposit,0.4,0.2586,70152.69,7257.6,30_dpd,46,0,42572.4,0.0,2023-Q4,0,0.0
L001920,B00952,2023-12-18,2026-12-18,SME,Bagmati,retail,self-employed,66,F,single,bachelor,41568,750,1394232,12.89,36,guarantee,0.0443,0.3487,1379597.29,21316.35,90_dpd,97,0,1040059.94,0.0,2023-Q4,1,0.0
L001921,B01339,2022-05-03,2024-05-03,auto,Bagmati,wholesale,self-employed,23,M,single,master,96554,769,102649,10.87,24,vehicle,0.0223,0.4161,101970.54,946.03,current,0,0,11474.5,0.0,2022-Q2,0,0.0
L001922,B00189,2021-11-28,2026-11-28,home,Lumbini,retail,salaried,61,F,married,secondary,17160,615,703596,11.66,60,property,0.4,0.3799,726926.82,110462.62,defaulted,151,1,722252.04,40645.97,2021-Q4,1,69816.65
L001923,B01764,2021-11-20,2024-11-20,home,Sudurpashchim,agriculture,self-employed,45,F,married,master,55069,710,1139989,11.25,36,cash_deposit,0.1426,0.2484,1228978.5,43529.69,current,0,0,819066.57,0.0,2021-Q4,0,0.0
L001924,B01106,2021-03-31,2025-03-31,SME,Karnali,retail,salaried,55,M,single,bachelor,94623,579,584366,12.69,48,property,0.4,0.4432,623213.03,110494.04,60_dpd,84,0,120412.29,0.0,2021-Q1,0,0.0
L001925,B00237,2025-10-02,2029-10-02,micro,Lumbini,health,agriculture,25,M,single,secondary,49696,733,92079,22.57,48,none,0.1054,0.7514,86591.65,6856.74,closed,0,0,0.0,0.0,2025-Q4,0,0.0
L001926,B00927,2023-07-30,2026-07-30,personal,Madhesh,health,self-employed,68,F,married,secondary,69865,585,25000,17.48,36,cash_deposit,0.4,0.3536,24731.19,3498.26,30_dpd,36,0,5058.48,0.0,2023-Q3,0,0.0
L001927,B00720,2025-11-26,2027-11-26,auto,Lumbini,agriculture,self-employed,69,M,single,secondary,48676,734,306503,12.45,24,guarantee,0.0732,0.4317,325104.06,10269.42,60_dpd,85,0,191671.97,0.0,2025-Q4,0,0.0
L001928,B00951,2023-11-22,2025-11-22,auto,Bagmati,construction,salaried,43,O,widowed,secondary,48969,636,168225,15.06,24,vehicle,0.4,0.4996,169809.93,33935.72,60_dpd,78,0,115482.01,0.0,2023-Q4,0,0.0
L001929,B01523,2023-09-25,2028-09-25,personal,Sudurpashchim,wholesale,salaried,69,F,married,secondary,65403,740,156702,13.2,60,guarantee,0.091,0.4537,167416.58,6912.48,closed,0,0,0.0,0.0,2023-Q3,0,0.0
L001930,B00716,2025-08-29,2026-08-29,auto,Madhesh,retail,agriculture,40,O,single,master,70723,687,97793,13.99,12,cash_deposit,0.2479,0.3506,90499.38,7863.8,current,0,0,12156.2,0.0,2025-Q3,0,0.0
L001931,B00726,2021-11-21,2024-11-21,personal,Gandaki,services,business_owner,36,F,single,bachelor,78190,715,75536,13.63,36,none,0.155,0.5947,80743.19,7444.15,closed,0,0,0.0,0.0,2021-Q4,0,0.0
L001932,B01704,2024-12-07,2027-12-07,auto,Lumbini,services,self-employed,54,M,widowed,primary,99401,675,272208,11.29,36,vehicle,0.3187,0.4599,275100.33,40312.67,30_dpd,49,0,240029.5,0.0,2024-Q4,0,0.0
L001933,B00327,2024-02-09,2027-02-09,home,Koshi,agriculture,salaried,27,M,married,secondary,59176,568,666800,11.79,36,property,0.4,0.4427,637660.7,112907.01,current,0,0,426271.38,0.0,2024-Q1,0,0.0
L001934,B00601,2025-04-16,2027-04-16,personal,Koshi,health,salaried,40,F,divorced,bachelor,38421,552,55050,19.47,24,none,0.4,0.7489,57026.62,17082.62,60_dpd,85,0,29957.84,0.0,2025-Q2,0,0.0
L001935,B00037,2023-06-25,2024-06-25,auto,Koshi,retail,agriculture,64,M,married,secondary,28218,700,324423,14.43,12,guarantee,0.1833,0.3726,328572.77,22442.42,current,0,0,321952.47,0.0,2023-Q2,0,0.0
L001936,B00353,2024-06-15,2029-06-15,SME,Lumbini,construction,self-employed,24,M,married,bachelor,55430,670,570723,17.98,60,property,0.3509,0.2833,544517.26,54139.85,90_dpd,109,0,72410.78,0.0,2024-Q2,1,0.0
L001937,B00853,2023-07-04,2025-01-04,SME,Lumbini,manufacturing,salaried,35,F,married,secondary,65898,672,1424440,17.3,18,vehicle,0.3378,0.4704,1527455.86,242748.79,current,0,0,823428.19,0.0,2023-Q3,0,0.0
L001938,B00245,2021-03-23,2024-03-23,personal,Sudurpashchim,services,agriculture,29,M,married,bachelor,60042,606,368664,14.47,36,none,0.4,0.7785,364164.83,113399.14,current,0,0,232742.69,0.0,2021-Q1,0,0.0
L001939,B00607,2021-01-08,2026-01-08,home,Lumbini,retail,salaried,69,M,married,secondary,30865,631,570081,15.75,60,property,0.4,0.287,612875.13,70346.35,90_dpd,118,0,276811.81,0.0,2021-Q1,1,0.0
L001940,B00687,2021-12-26,2023-12-26,personal,Karnali,services,salaried,70,F,married,master,74134,587,68347,14.84,24,none,0.4,0.7155,66925.46,19153.15,defaulted,180,1,10447.31,6138.83,2021-Q4,1,13014.320000000002
L001941,B01637,2021-12-15,2023-06-15,personal,Lumbini,manufacturing,salaried,70,M,married,primary,48948,644,157516,13.65,18,guarantee,0.4,0.5091,147060.78,29949.6,current,0,0,26144.93,0.0,2021-Q4,0,0.0
L001942,B00589,2023-01-09,2027-01-09,auto,Karnali,health,business_owner,52,M,single,bachelor,131542,686,325456,11.01,48,vehicle,0.3134,0.5031,301757.26,47570.07,current,0,0,301702.16,0.0,2023-Q1,0,0.0
L001943,B00359,2021-09-28,2022-09-28,SME,Koshi,wholesale,self-employed,50,F,single,primary,79984,636,286803,13.7,12,property,0.4,0.2535,296949.81,30109.26,90_dpd,104,0,137711.17,0.0,2021-Q3,1,0.0
L001944,B01483,2022-09-15,2024-03-15,personal,Bagmati,agriculture,salaried,56,F,married,bachelor,74713,850,170943,11.37,18,none,0.0233,0.7759,180788.5,3266.72,current,0,0,18094.08,0.0,2022-Q3,0,0.0
L001945,B00281,2023-04-04,2028-04-04,personal,Madhesh,services,salaried,21,M,married,secondary,47497,657,25000,17.8,60,none,0.4,0.7285,23038.12,6712.86,current,0,0,20622.75,0.0,2023-Q2,0,0.0
L001946,B00389,2023-11-02,2026-11-02,personal,Bagmati,wholesale,informal,42,F,married,secondary,44105,612,258063,14.54,36,cash_deposit,0.4,0.3227,260597.42,33634.75,30_dpd,38,0,76882.84,0.0,2023-Q4,0,0.0
L001947,B01627,2021-09-24,2022-09-24,SME,Sudurpashchim,services,salaried,59,F,single,bachelor,86251,774,391860,15.43,12,cash_deposit,0.0181,0.2391,410823.27,1779.61,current,0,0,379249.19,0.0,2021-Q3,0,0.0
L001948,B01090,2024-03-12,2027-03-12,personal,Lumbini,agriculture,self-employed,31,M,single,secondary,118806,722,161570,16.38,36,guarantee,0.1333,0.3951,165560.09,8720.78,current,0,0,155482.14,0.0,2024-Q1,0,0.0
L001949,B00671,2025-03-08,2026-03-08,SME,Madhesh,retail,salaried,65,F,married,primary,70937,614,276093,15.81,12,guarantee,0.4,0.4882,265284.72,51807.6,current,0,0,179606.32,0.0,2025-Q1,0,0.0
L001950,B01140,2021-11-30,2022-11-30,auto,Lumbini,retail,self-employed,26,F,single,secondary,96255,710,209442,11.46,12,cash_deposit,0.1426,0.273,201799.34,7856.51,defaulted,102,1,127199.8,3172.6,2021-Q4,1,4683.91
L001951,B00283,2021-06-01,2024-06-01,auto,Madhesh,retail,business_owner,32,F,married,secondary,83346,745,301241,14.53,36,vehicle,0.1121,0.4642,324735.39,16904.26,30_dpd,41,0,247759.22,0.0,2021-Q2,0,0.0
L001952,B00404,2023-12-02,2026-12-02,personal,Karnali,education,agriculture,62,F,single,primary,43844,661,152763,11.31,36,none,0.4,0.7465,155675.08,46486.59,current,0,0,27363.36,0.0,2023-Q4,0,0.0
L001953,B00620,2023-07-22,2026-07-22,home,Koshi,construction,salaried,36,F,married,bachelor,102283,617,717408,9.29,36,property,0.4,0.2727,758295.5,82711.76,current,0,0,298534.68,0.0,2023-Q3,0,0.0
L001954,B01215,2025-08-06,2029-08-06,personal,Karnali,wholesale,salaried,56,F,married,bachelor,94160,732,68748,15.52,48,none,0.1076,0.6454,64002.18,4446.26,defaulted,176,1,42421.88,263.25,2025-Q3,1,4183.01
L001955,B01322,2025-06-27,2027-06-27,auto,Sudurpashchim,services,agriculture,59,M,married,bachelor,44817,564,146643,10.14,24,guarantee,0.4,0.3429,136383.19,18708.39,current,0,0,19470.14,0.0,2025-Q2,0,0.0
L001956,B01138,2021-11-29,2025-11-29,SME,Karnali,services,salaried,59,F,married,master,40859,745,1249379,13.89,48,property,0.0521,0.273,1259988.3,17931.61,closed,0,0,0.0,0.0,2021-Q4,0,0.0
L001957,B00596,2023-02-15,2028-02-15,SME,Gandaki,retail,salaried,55,M,married,secondary,73940,689,430650,16.62,60,cash_deposit,0.2371,0.209,457169.74,22650.8,closed,0,0,0.0,0.0,2023-Q1,0,0.0
L001958,B00114,2025-05-15,2026-05-15,personal,Lumbini,retail,salaried,62,M,single,bachelor,77563,730,80918,13.56,12,guarantee,0.1123,0.3865,76500.41,3320.9,current,0,0,25853.91,0.0,2025-Q2,0,0.0
L001959,B01613,2026-06-14,2027-06-14,personal,Karnali,retail,salaried,52,F,married,bachelor,49126,739,28052,11.53,12,none,0.0929,0.727,27837.69,1880.34,30_dpd,51,0,21680.85,0.0,2026-Q2,0,0.0
L001960,B00421,2026-04-08,2028-04-08,personal,Karnali,retail,informal,43,F,divorced,secondary,53695,681,132499,12.44,24,guarantee,0.312,0.3299,139781.96,14386.39,closed,0,0,0.0,0.0,2026-Q2,0,0.0
L001961,B01785,2021-08-04,2023-08-04,personal,Madhesh,construction,salaried,34,M,married,bachelor,66315,672,68404,15.98,24,cash_deposit,0.3678,0.161,63029.95,3732.5,current,0,0,49907.08,0.0,2021-Q3,0,0.0
L001962,B00230,2024-07-10,2029-07-10,home,Lumbini,health,self-employed,26,F,married,secondary,84201,771,672612,12.64,60,property,0.0206,0.3035,646265.6,4031.56,current,0,0,370002.93,0.0,2024-Q3,0,0.0
L001963,B00178,2025-08-02,2028-08-02,SME,Lumbini,education,self-employed,64,F,single,primary,64726,531,471973,17.08,36,property,0.4,0.2255,476150.84,42953.11,60_dpd,81,0,314333.77,0.0,2025-Q3,0,0.0
L001964,B00980,2025-04-15,2028-04-15,personal,Sudurpashchim,services,self-employed,38,F,single,master,132645,655,32936,22.47,36,none,0.4,0.6812,31752.06,8651.23,closed,0,0,0.0,0.0,2025-Q2,0,0.0
L001965,B00490,2025-09-23,2027-03-23,SME,Gandaki,agriculture,agriculture,48,M,married,primary,35611,588,797650,12.97,18,vehicle,0.4,0.4413,851935.8,150367.89,current,0,0,183591.01,0.0,2025-Q3,0,0.0
L001966,B01227,2021-01-23,2025-01-23,personal,Karnali,wholesale,salaried,34,M,married,bachelor,105587,708,118482,14.55,48,none,0.1801,0.6684,124095.19,14941.59,90_dpd,117,0,122006.46,0.0,2021-Q1,1,0.0
L001967,B00123,2022-10-24,2025-10-24,auto,Karnali,retail,business_owner,53,M,widowed,secondary,135921,642,312744,10.38,36,cash_deposit,0.4,0.2096,296631.85,24867.8,90_dpd,108,0,123651.61,0.0,2022-Q4,1,0.0
L001968,B00132,2024-09-12,2030-09-12,SME,Koshi,retail,agriculture,47,F,married,secondary,86380,610,116189,12.63,72,cash_deposit,0.4,0.3775,114679.53,17315.64,current,0,0,107094.69,0.0,2024-Q3,0,0.0
L001969,B01677,2022-12-31,2024-12-31,SME,Bagmati,manufacturing,informal,26,F,single,master,41873,650,1163802,16.62,24,guarantee,0.4,0.4624,1120923.45,207342.79,90_dpd,101,0,440983.1,0.0,2022-Q4,1,0.0
L001970,B01746,2023-07-04,2025-07-04,personal,Gandaki,services,self-employed,54,M,divorced,secondary,103126,589,216888,14.11,24,guarantee,0.4,0.4804,202676.3,38946.14,current,0,0,23790.07,0.0,2023-Q3,0,0.0
L001971,B00572,2022-07-05,2026-07-05,home,Madhesh,retail,business_owner,41,M,single,bachelor,146176,683,1095944,9.4,48,property,0.3303,0.174,1058980.4,60881.95,30_dpd,53,0,1041071.03,0.0,2022-Q3,0,0.0
