borrower_id,age,gender,marital_status,education_level,employment_type,region,sector,monthly_income_npr,credit_score,existing_delinquency_flag,dependents,home_owner
B01075,29,F,married,secondary,salaried,Sudurpashchim,manufacturing,73943,713,0,1,0
B01076,37,M,single,bachelor,self-employed,Madhesh,agriculture,66178,693,1,1,1
B01077,29,M,divorced,secondary,salaried,Sudurpashchim,wholesale,77137,617,0,0,1
B01078,31,F,married,master,salaried,Madhesh,services,108971,638,0,3,0
B01079,35,F,married,master,salaried,Lumbini,construction,46911,638,0,3,1
B01080,44,F,married,master,agriculture,Lumbini,services,63029,683,0,0,1
B01081,58,F,married,secondary,business_owner,Lumbini,manufacturing,15000,730,0,1,1
B01082,55,F,single,master,business_owner,Bagmati,construction,109525,733,1,0,1
B01083,50,M,married,secondary,business_owner,Lumbini,retail,130300,718,0,3,0
B01084,51,M,single,primary,business_owner,Madhesh,retail,86339,659,1,1,1
B01085,69,M,divorced,primary,self-employed,Gandaki,manufacturing,31378,797,0,1,0
B01086,25,M,widowed,bachelor,business_owner,Lumbini,retail,118288,677,0,1,0
B01087,64,F,married,secondary,salaried,Gandaki,construction,100642,654,0,1,1
B01088,70,F,single,bachelor,business_owner,Sudurpashchim,agriculture,113409,600,0,2,1
B01089,34,F,married,primary,agriculture,Madhesh,education,60054,656,0,2,0
B01090,31,M,single,secondary,self-employed,Lumbini,agriculture,118806,699,0,1,0
B01091,29,F,married,bachelor,salaried,Bagmati,retail,119429,588,0,2,1
B01092,54,F,single,secondary,salaried,Bagmati,wholesale,48954,623,0,1,1
B01093,32,F,single,bachelor,business_owner,Sudurpashchim,construction,77290,649,0,0,0
B01094,55,F,widowed,secondary,business_owner,Gandaki,retail,106849,632,1,0,0
B01095,55,M,married,master,agriculture,Karnali,agriculture,61077,628,0,1,1
B01096,21,M,married,bachelor,salaried,Bagmati,construction,23585,737,0,2,1
B01097,60,M,married,secondary,agriculture,Bagmati,services,61767,584,0,3,0
B01098,42,M,married,secondary,self-employed,Bagmati,services,89447,685,0,0,0
B01099,49,M,married,bachelor,informal,Madhesh,manufacturing,36990,704,0,1,0
B01100,28,F,married,master,self-employed,Bagmati,education,97765,648,1,1,1
B01101,31,F,married,secondary,self-employed,Koshi,wholesale,111689,663,0,3,1
B01102,61,F,married,secondary,self-employed,Lumbini,health,115840,673,1,3,0
B01103,57,F,married,master,business_owner,Sudurpashchim,manufacturing,120664,710,0,0,1
B01104,34,M,single,bachelor,informal,Bagmati,health,49890,759,0,2,0
B01105,50,F,married,secondary,salaried,Karnali,retail,75766,604,0,2,0
B01106,55,M,single,bachelor,salaried,Karnali,retail,94623,625,0,0,1
B01107,41,M,married,secondary,informal,Bagmati,construction,50718,627,0,1,1
B01108,57,M,single,bachelor,self-employed,Bagmati,education,104356,674,1,2,1
B01109,25,M,married,secondary,self-employed,Koshi,services,111779,653,0,0,0
B01110,39,M,married,phd,self-employed,Bagmati,agriculture,143756,712,0,1,0
B01111,34,M,single,bachelor,salaried,Bagmati,education,58283,639,0,0,1
B01112,46,M,single,bachelor,agriculture,Lumbini,retail,79262,626,0,2,1
B01113,24,F,single,bachelor,business_owner,Karnali,manufacturing,231199,633,0,3,0
B01114,45,M,married,master,salaried,Koshi,education,59559,681,1,2,1
B01115,65,M,married,master,salaried,Karnali,services,65664,728,1,0,1
B01116,62,M,single,secondary,agriculture,Koshi,wholesale,42287,673,0,0,1
B01117,45,F,married,bachelor,salaried,Karnali,construction,83137,644,1,2,1
B01118,38,M,married,bachelor,informal,Bagmati,services,17074,618,0,1,1
B01119,60,M,married,bachelor,salaried,Karnali,retail,60010,755,0,2,0
B01120,28,M,divorced,secondary,self-employed,Karnali,health,76790,578,0,0,1
B01121,59,M,married,bachelor,informal,Koshi,manufacturing,39583,665,0,2,1
B01122,60,M,married,secondary,business_owner,Sudurpashchim,construction,103297,716,0,3,0
B01123,34,M,single,master,self-employed,Gandaki,construction,70322,664,0,3,1
B01124,52,M,single,secondary,business_owner,Koshi,retail,154982,644,0,1,1
B01125,58,M,single,master,salaried,Koshi,retail,80764,704,0,2,0
B01126,53,M,single,bachelor,salaried,Koshi,wholesale,104068,615,0,1,1
B01127,43,F,married,bachelor,informal,Madhesh,services,56699,579,1,2,1
B01128,35,F,married,bachelor,business_owner,Sudurpashchim,agriculture,70608,694,0,0,1
B01129,53,M,married,secondary,business_owner,Madhesh,agriculture,112348,620,0,2,1
B01130,45,M,single,secondary,salaried,Madhesh,services,64475,682,0,1,0
B01131,37,F,married,primary,salaried,Koshi,retail,75104,668,0,3,1
B01132,53,M,married,bachelor,salaried,Gandaki,services,91864,689,1,2,0
B01133,67,M,widowed,secondary,self-employed,Koshi,manufacturing,90575,663,1,1,1
B01134,22,F,single,master,agriculture,Bagmati,services,53392,705,0,3,0
B01135,34,M,divorced,secondary,self-employed,Gandaki,retail,85301,636,0,1,0
B01136,60,M,married,secondary,agriculture,Madhesh,agriculture,64590,718,0,4,0
B01137,60,M,married,secondary,salaried,Karnali,retail,58621,608,0,2,0
B01138,59,F,married,master,salaried,Karnali,services,40859,739,0,4,0
B01139,26,M,single,bachelor,salaried,Sudurpashchim,agriculture,82891,788,0,0,0
B01140,26,F,single,secondary,self-employed,Lumbini,retail,96255,681,0,1,1
B01141,23,O,married,bachelor,salaried,Sudurpashchim,manufacturing,96468,761,1,2,1
B01142,27,M,married,primary,informal,Gandaki,services,15000,776,0,3,1
B01143,28,M,divorced,phd,salaried,Madhesh,retail,67993,657,0,0,1
B01144,62,M,married,bachelor,informal,Gandaki,retail,46600,678,0,0,1
B01145,35,M,single,secondary,self-employed,Gandaki,health,39673,630,0,1,0
B01146,67,M,married,bachelor,informal,Karnali,manufacturing,43701,634,0,3,1
B01147,49,F,married,primary,self-employed,Koshi,health,120607,688,0,2,1
B01148,53,F,married,phd,informal,Bagmati,manufacturing,76291,585,0,1,0
B01149,50,F,married,secondary,salaried,Lumbini,manufacturing,89648,721,0,0,1
B01150,59,M,divorced,bachelor,business_owner,Madhesh,services,105398,684,0,2,0
B01151,47,F,married,secondary,informal,Gandaki,wholesale,63922,712,0,1,1
B01152,56,F,married,bachelor,salaried,Lumbini,wholesale,88228,665,0,2,1
B01153,49,F,married,master,salaried,Gandaki,services,60312,712,0,1,1
B01154,58,M,divorced,bachelor,self-employed,Karnali,services,67546,689,0,2,0
B01155,53,F,married,bachelor,informal,Bagmati,retail,42472,703,0,3,0
B01156,57,M,single,master,self-employed,Karnali,wholesale,53474,725,1,2,1
B01157,47,M,single,primary,self-employed,Lumbini,wholesale,75676,605,0,1,0
B01158,53,M,single,secondary,salaried,Madhesh,services,79735,636,0,2,0
B01159,24,F,married,secondary,salaried,Gandaki,agriculture,90770,802,0,1,1
B01160,42,F,married,phd,agriculture,Bagmati,education,43180,686,0,3,1
B01161,22,M,married,secondary,salaried,Karnali,wholesale,97768,581,0,0,0
B01162,30,M,single,bachelor,business_owner,Lumbini,retail,149254,581,0,3,0
B01163,25,M,married,bachelor,informal,Karnali,services,55434,671,0,0,1
B01164,30,M,married,secondary,salaried,Gandaki,education,51619,646,1,0,1
B01165,53,M,married,secondary,business_owner,Gandaki,retail,201349,631,0,1,0
B01166,58,M,married,secondary,salaried,Madhesh,agriculture,81067,774,0,4,1
B01167,33,F,married,secondary,self-employed,Bagmati,services,75019,655,0,4,1
B01168,51,M,single,secondary,salaried,Koshi,retail,59817,720,0,0,1
B01169,67,M,single,primary,business_owner,Karnali,services,106029,689,1,0,0
B01170,56,M,married,master,salaried,Gandaki,wholesale,49633,659,0,1,1
B01171,65,F,divorced,phd,self-employed,Lumbini,education,114649,612,0,1,1
B01172,44,F,married,secondary,self-employed,Karnali,services,57522,717,0,2,1
B01173,35,F,single,secondary,salaried,Madhesh,manufacturing,75796,546,0,1,0
B01174,49,M,married,primary,business_owner,Madhesh,manufacturing,99753,723,1,2,1
B01175,28,F,married,bachelor,salaried,Gandaki,agriculture,83415,683,0,2,1
B01176,25,M,married,master,business_owner,Gandaki,services,156301,709,1,2,1
B01177,49,F,single,secondary,salaried,Gandaki,retail,57121,675,0,3,0
B01178,67,F,single,secondary,business_owner,Sudurpashchim,services,118475,607,0,0,1
B01179,24,F,married,master,salaried,Koshi,retail,41132,697,1,0,1
B01180,32,F,married,bachelor,self-employed,Gandaki,agriculture,136016,722,0,2,1
B01181,65,F,single,primary,salaried,Karnali,retail,91360,649,0,1,0
B01182,22,M,single,bachelor,business_owner,Karnali,manufacturing,57200,711,0,0,0
B01183,47,F,married,secondary,salaried,Sudurpashchim,retail,52661,691,0,3,0
B01184,51,M,married,secondary,informal,Sudurpashchim,health,42977,700,0,2,0
B01185,56,M,divorced,master,informal,Bagmati,services,45581,628,0,1,1
B01186,56,M,married,master,salaried,Lumbini,services,56278,746,0,2,0
B01187,46,M,married,secondary,self-employed,Gandaki,health,50652,691,0,1,0
B01188,63,M,single,master,salaried,Karnali,services,77900,721,0,4,0
B01189,47,M,married,secondary,salaried,Sudurpashchim,health,104789,654,0,0,0
B01190,25,M,married,master,business_owner,Karnali,retail,122459,729,0,2,1
B01191,40,F,married,bachelor,business_owner,Karnali,wholesale,106872,652,0,2,1
B01192,31,M,married,master,business_owner,Sudurpashchim,agriculture,102142,626,0,1,1
B01193,30,M,single,master,salaried,Koshi,education,48065,772,1,2,0
B01194,60,F,single,primary,salaried,Sudurpashchim,wholesale,56560,545,0,3,1
B01195,58,M,married,master,salaried,Sudurpashchim,health,92722,839,1,2,0
B01196,26,F,single,master,business_owner,Lumbini,manufacturing,26811,714,0,1,0
B01197,28,F,single,master,self-employed,Sudurpashchim,construction,87103,658,0,2,1
B01198,43,F,widowed,secondary,business_owner,Madhesh,services,121257,693,0,3,1
B01199,67,F,married,master,salaried,Sudurpashchim,retail,72367,714,0,1,0
B01200,46,M,married,master,salaried,Karnali,education,84548,657,0,2,0
B01201,66,F,married,secondary,salaried,Gandaki,health,71223,787,1,1,1
B01202,63,M,widowed,master,salaried,Karnali,services,60920,756,0,0,1
B01203,32,M,married,primary,salaried,Lumbini,retail,56867,825,0,0,0
B01204,46,F,married,secondary,agriculture,Madhesh,retail,73370,608,0,4,1
B01205,33,M,married,bachelor,informal,Sudurpashchim,manufacturing,60615,687,0,2,1
B01206,60,F,married,bachelor,self-employed,Koshi,retail,171329,599,0,0,0
B01207,38,F,married,bachelor,self-employed,Bagmati,services,76570,615,0,3,0
B01208,45,F,married,primary,salaried,Sudurpashchim,wholesale,57235,657,0,2,0
B01209,53,F,married,phd,agriculture,Gandaki,agriculture,58157,658,0,2,1
B01210,67,M,married,primary,salaried,Bagmati,retail,78580,695,0,0,0
B01211,60,M,single,secondary,informal,Koshi,services,54545,669,0,3,1
B01212,63,F,married,primary,self-employed,Lumbini,manufacturing,110413,719,0,2,1
B01213,32,M,single,bachelor,salaried,Lumbini,manufacturing,82533,693,0,2,0
B01214,64,F,married,master,informal,Koshi,services,61125,766,0,0,0
B01215,56,F,married,bachelor,salaried,Karnali,wholesale,94160,721,0,1,1
B01216,68,F,married,master,self-employed,Koshi,agriculture,121775,610,0,1,0
B01217,24,M,married,primary,self-employed,Sudurpashchim,education,17159,667,0,4,1
B01218,25,M,married,bachelor,salaried,Gandaki,agriculture,74647,671,0,0,0
B01219,57,M,married,secondary,self-employed,Madhesh,health,57303,699,0,2,0
B01220,28,M,married,bachelor,business_owner,Sudurpashchim,agriculture,167495,734,0,0,1
B01221,62,F,married,primary,business_owner,Sudurpashchim,construction,17296,691,0,0,0
B01222,69,M,single,bachelor,salaried,Sudurpashchim,retail,99384,707,1,1,1
B01223,48,M,single,bachelor,informal,Bagmati,services,32029,613,0,3,0
B01224,51,M,married,master,salaried,Bagmati,services,48122,650,0,2,1
B01225,29,F,married,bachelor,salaried,Lumbini,wholesale,77124,570,0,4,1
B01226,49,F,married,secondary,salaried,Sudurpashchim,manufacturing,62534,699,0,3,1
B01227,34,M,married,bachelor,salaried,Karnali,wholesale,105587,721,0,0,1
B01228,60,M,single,secondary,salaried,Lumbini,agriculture,97260,602,0,3,0
B01229,61,M,single,master,informal,Gandaki,services,37337,684,0,1,0
B01230,42,M,widowed,bachelor,salaried,Koshi,services,90849,669,0,3,0
B01231,31,F,single,secondary,salaried,Bagmati,health,59094,768,0,0,0
B01232,43,F,married,phd,salaried,Sudurpashchim,services,58921,626,0,3,1
B01233,21,M,married,bachelor,business_owner,Gandaki,services,152138,725,0,0,0
B01234,66,M,married,primary,agriculture,Lumbini,wholesale,76205,738,0,1,1
B01235,57,O,single,bachelor,salaried,Lumbini,education,61178,664,0,0,0
B01236,41,M,single,secondary,salaried,Bagmati,services,62701,691,0,0,1
B01237,46,F,single,master,salaried,Lumbini,manufacturing,76024,734,0,1,1
B01238,66,M,married,master,salaried,Karnali,retail,52120,615,0,3,0
B01239,56,M,married,phd,salaried,Lumbini,manufacturing,101308,652,0,2,1
B01240,43,M,single,bachelor,self-employed,Madhesh,wholesale,57893,685,0,1,0
B01241,21,M,married,secondary,salaried,Koshi,construction,57336,789,0,0,1
B01242,60,F,married,bachelor,self-employed,Lumbini,construction,138017,653,0,1,1
B01243,35,M,single,secondary,salaried,Madhesh,agriculture,74291,660,0,3,0
B01244,41,M,married,bachelor,informal,Gandaki,construction,74153,760,0,0,1
B01245,67,M,married,bachelor,informal,Lumbini,services,41710,711,0,2,0
B01246,29,M,single,primary,self-employed,Karnali,agriculture,160585,795,0,0,1
B01247,29,M,married,secondary,salaried,Gandaki,services,82312,735,0,1,1
B01248,30,M,married,master,salaried,Sudurpashchim,agriculture,54951,667,0,0,1
B01249,46,F,divorced,master,self-employed,Lumbini,wholesale,61964,659,1,0,1
B01250,61,M,married,primary,business_owner,Bagmati,retail,54425,630,0,0,0
B01251,55,M,married,primary,self-employed,Madhesh,services,44565,603,0,1,0
B01252,45,F,married,secondary,agriculture,Madhesh,services,38128,694,0,1,1
B01253,46,M,married,master,informal,Bagmati,wholesale,30126,709,0,2,0
B01254,31,F,married,secondary,salaried,Koshi,construction,18441,716,0,0,1
B01255,58,M,married,bachelor,self-employed,Sudurpashchim,retail,110245,668,0,0,1
B01256,22,F,single,primary,salaried,Karnali,wholesale,85506,781,0,0,1
B01257,27,F,married,bachelor,salaried,Madhesh,construction,76167,600,0,3,0
B01258,38,F,married,secondary,self-employed,Gandaki,services,50951,594,0,2,0
B01259,47,O,married,master,salaried,Karnali,agriculture,102935,630,0,2,0
B01260,54,M,divorced,secondary,agriculture,Madhesh,manufacturing,46792,675,0,1,0
B01261,47,F,single,bachelor,salaried,Sudurpashchim,health,53335,615,0,0,0
B01262,37,M,married,secondary,self-employed,Koshi,manufacturing,91977,749,0,0,1
B01263,63,M,single,bachelor,self-employed,Sudurpashchim,retail,90257,634,0,1,0
B01264,64,M,married,master,business_owner,Gandaki,services,15000,625,0,2,1
B01265,44,M,married,secondary,salaried,Sudurpashchim,retail,69381,733,1,3,1
B01266,45,M,married,master,agriculture,Karnali,health,52169,686,0,3,1
B01267,27,F,married,bachelor,self-employed,Gandaki,retail,73637,718,0,1,0
B01268,26,M,married,secondary,self-employed,Bagmati,services,45356,672,0,1,1
B01269,44,F,married,secondary,salaried,Lumbini,wholesale,44160,690,0,0,0
B01270,53,F,married,secondary,self-employed,Bagmati,education,100421,596,0,1,0
B01271,69,M,married,bachelor,agriculture,Karnali,wholesale,63708,667,0,3,1
B01272,49,M,divorced,bachelor,self-employed,Lumbini,health,71559,617,0,0,1
B01273,63,M,single,primary,agriculture,Bagmati,retail,56881,782,0,4,0
B01274,42,M,single,bachelor,self-employed,Lumbini,retail,71262,746,0,1,0
B01275,46,M,married,master,salaried,Madhesh,wholesale,52935,639,0,1,0
B01276,48,M,widowed,master,salaried,Sudurpashchim,construction,74289,664,0,0,1
B01277,70,M,married,bachelor,salaried,Gandaki,education,47018,666,0,2,1
B01278,41,F,single,master,business_owner,Lumbini,retail,205220,793,0,1,0
B01279,69,F,married,bachelor,agriculture,Madhesh,retail,24124,697,0,1,0
B01280,27,M,married,secondary,salaried,Sudurpashchim,construction,75676,651,0,1,1
B01281,37,F,single,master,self-employed,Sudurpashchim,retail,89507,683,0,0,0
B01282,40,M,married,bachelor,self-employed,Koshi,retail,86844,590,0,1,1
B01283,61,M,widowed,bachelor,self-employed,Bagmati,retail,129501,671,0,1,0
B01284,69,F,married,bachelor,salaried,Koshi,retail,16275,616,0,2,0
B01285,40,M,married,master,salaried,Karnali,wholesale,78234,573,0,2,1
B01286,42,M,married,master,salaried,Madhesh,retail,64532,784,0,1,1
B01287,48,O,single,secondary,salaried,Koshi,services,81679,674,0,2,0
B01288,60,F,divorced,secondary,salaried,Koshi,construction,71093,633,0,1,0
B01289,69,F,married,bachelor,salaried,Sudurpashchim,services,68499,582,0,2,0
B01290,27,F,married,bachelor,business_owner,Madhesh,construction,65670,663,0,0,1
B01291,21,F,married,secondary,salaried,Sudurpashchim,retail,56537,667,1,0,1
B01292,52,M,married,master,informal,Gandaki,agriculture,91972,717,0,1,1
B01293,33,M,married,bachelor,salaried,Lumbini,wholesale,81862,623,0,2,0
B01294,50,M,single,secondary,salaried,Karnali,construction,91051,646,0,0,1
B01295,43,M,married,primary,salaried,Karnali,retail,62962,624,0,0,0
B01296,39,M,divorced,secondary,salaried,Bagmati,education,52887,663,0,1,0
B01297,52,M,married,master,agriculture,Sudurpashchim,wholesale,63975,565,0,0,1
B01298,50,F,divorced,secondary,salaried,Lumbini,services,31925,631,0,2,0
B01299,49,F,single,secondary,informal,Bagmati,health,35238,710,0,2,0
B01300,69,F,married,bachelor,informal,Karnali,manufacturing,39681,608,0,3,0
B01301,65,M,married,secondary,self-employed,Lumbini,services,113349,730,0,0,1
B01302,49,F,married,primary,self-employed,Koshi,health,97411,723,0,1,1
B01303,50,M,married,secondary,business_owner,Gandaki,services,98719,728,0,2,0
B01304,36,F,married,bachelor,salaried,Koshi,retail,77379,675,1,2,1
B01305,60,M,single,bachelor,business_owner,Gandaki,health,106358,670,0,1,1
B01306,39,F,married,secondary,salaried,Sudurpashchim,wholesale,91400,693,0,2,1
B01307,38,M,single,secondary,salaried,Madhesh,education,74723,748,0,3,0
B01308,21,F,married,phd,self-employed,Bagmati,retail,137093,743,0,0,0
B01309,34,F,single,secondary,self-employed,Bagmati,construction,76666,584,0,2,0
B01310,67,M,single,secondary,informal,Madhesh,manufacturing,63380,627,1,1,1
B01311,70,M,married,secondary,salaried,Lumbini,health,71808,617,0,4,1
B01312,22,O,married,secondary,agriculture,Madhesh,manufacturing,37449,715,0,2,1
B01313,48,M,married,bachelor,salaried,Sudurpashchim,retail,122031,638,0,0,0
B01314,69,F,married,secondary,salaried,Karnali,manufacturing,96194,664,0,1,0
B01315,70,F,married,bachelor,salaried,Madhesh,retail,74686,769,0,4,0
B01316,50,M,married,primary,self-employed,Gandaki,construction,107979,737,1,2,0
B01317,58,M,married,secondary,salaried,Karnali,education,48359,751,0,1,1
B01318,24,M,single,master,self-employed,Madhesh,services,53595,636,0,2,1
B01319,21,F,married,secondary,agriculture,Bagmati,construction,70053,523,1,2,1
B01320,28,M,divorced,bachelor,self-employed,Koshi,retail,85143,653,0,0,1
B01321,49,M,married,secondary,self-employed,Gandaki,services,80325,596,0,0,1
B01322,59,M,married,bachelor,agriculture,Sudurpashchim,services,44817,568,0,2,0
B01323,23,F,single,primary,business_owner,Gandaki,manufacturing,126843,737,0,1,1
B01324,52,F,single,master,self-employed,Lumbini,retail,77372,626,0,0,1
B01325,30,O,married,secondary,salaried,Koshi,construction,29357,631,0,2,0
B01326,30,M,married,master,informal,Gandaki,retail,66238,655,0,1,1
B01327,39,F,single,secondary,self-employed,Madhesh,agriculture,81683,766,0,1,1
B01328,66,F,divorced,bachelor,salaried,Gandaki,retail,106630,666,0,0,0
B01329,54,F,married,secondary,salaried,Gandaki,construction,34756,727,0,2,0
B01330,53,F,married,master,agriculture,Gandaki,retail,18209,658,0,2,0
B01331,43,M,married,secondary,salaried,Lumbini,services,64491,588,0,2,0
B01332,48,M,single,secondary,informal,Gandaki,wholesale,59662,610,0,1,0
B01333,52,F,married,bachelor,salaried,Gandaki,construction,45606,675,0,2,1
B01334,70,M,married,primary,agriculture,Lumbini,services,27347,681,1,3,1
B01335,27,F,married,secondary,salaried,Karnali,construction,77439,705,0,1,1
B01336,49,F,married,master,self-employed,Koshi,wholesale,75613,705,0,0,1
B01337,28,M,single,phd,informal,Sudurpashchim,construction,53161,725,0,2,1
B01338,21,F,divorced,secondary,self-employed,Karnali,retail,76151,633,0,0,1
B01339,23,M,single,master,self-employed,Bagmati,wholesale,96554,775,0,1,1
B01340,44,M,married,bachelor,salaried,Lumbini,services,97322,781,0,0,1
B01341,43,F,widowed,secondary,salaried,Lumbini,retail,45649,646,0,1,0
B01342,28,F,single,bachelor,salaried,Gandaki,retail,93695,631,0,1,0
B01343,67,M,married,bachelor,business_owner,Gandaki,health,43313,577,1,0,1
B01344,57,M,single,phd,salaried,Sudurpashchim,health,82186,684,0,3,1
B01345,23,F,married,secondary,salaried,Bagmati,construction,98385,700,0,1,1
B01346,53,F,married,bachelor,self-employed,Gandaki,wholesale,69277,643,0,2,1
B01347,48,F,married,primary,business_owner,Madhesh,wholesale,149004,691,0,1,1
B01348,67,M,divorced,primary,business_owner,Gandaki,agriculture,98080,599,0,2,0
B01349,28,M,married,primary,salaried,Gandaki,retail,81707,728,0,1,1
B01350,54,M,married,phd,salaried,Madhesh,health,24830,646,0,2,1
B01351,55,F,married,master,informal,Bagmati,wholesale,47432,691,0,3,0
B01352,52,M,divorced,master,salaried,Madhesh,health,77907,687,0,2,0
B01353,44,M,single,bachelor,agriculture,Lumbini,services,74204,567,0,1,0
B01354,34,F,widowed,secondary,agriculture,Madhesh,construction,66654,721,0,2,1
B01355,52,M,single,secondary,agriculture,Koshi,retail,47097,632,0,1,0
B01356,66,O,married,secondary,salaried,Lumbini,education,75361,686,0,0,1
B01357,63,F,married,secondary,agriculture,Gandaki,wholesale,23969,597,0,0,0
B01358,36,F,single,bachelor,agriculture,Sudurpashchim,agriculture,79593,649,0,4,0
B01359,24,M,married,bachelor,self-employed,Lumbini,construction,105734,695,0,0,1
B01360,57,M,married,primary,salaried,Bagmati,retail,32781,616,0,3,0
B01361,41,F,married,primary,salaried,Bagmati,services,74919,619,0,1,0
B01362,34,F,single,primary,salaried,Madhesh,services,76446,682,0,1,0
B01363,51,F,married,secondary,self-employed,Lumbini,wholesale,61781,666,0,2,1
B01364,68,M,divorced,master,self-employed,Gandaki,services,87905,694,0,0,0
B01365,38,F,married,bachelor,salaried,Bagmati,wholesale,52510,655,0,2,1
B01366,27,F,single,master,self-employed,Karnali,services,42862,710,0,2,1
B01367,30,F,married,bachelor,salaried,Gandaki,agriculture,57733,644,0,2,0
B01368,27,F,single,secondary,business_owner,Karnali,agriculture,127721,708,0,2,0
B01369,53,F,married,primary,informal,Koshi,wholesale,58924,625,0,0,1
B01370,43,F,married,master,salaried,Karnali,education,71396,641,0,1,1
B01371,41,M,married,master,salaried,Bagmati,education,88761,715,0,0,0
B01372,39,M,married,secondary,salaried,Madhesh,services,82974,647,0,1,1
B01373,68,M,married,bachelor,business_owner,Koshi,services,73407,611,0,3,1
B01374,39,M,married,bachelor,business_owner,Lumbini,services,148849,770,0,2,0
B01375,56,M,married,bachelor,informal,Gandaki,agriculture,55031,673,1,2,1
B01376,49,M,married,master,salaried,Bagmati,agriculture,104836,701,0,2,0
B01377,38,M,married,bachelor,informal,Koshi,retail,51159,551,0,0,1
B01378,22,M,married,bachelor,salaried,Koshi,agriculture,45306,748,0,2,0
B01379,21,F,married,primary,self-employed,Bagmati,wholesale,68377,821,0,2,1
B01380,67,F,divorced,primary,salaried,Lumbini,retail,32948,743,0,0,1
B01381,25,M,married,secondary,informal,Lumbini,agriculture,52657,751,0,3,0
B01382,40,F,married,primary,self-employed,Madhesh,agriculture,134619,653,0,2,1
B01383,31,M,single,bachelor,business_owner,Sudurpashchim,services,15000,689,0,0,1
B01384,62,M,married,bachelor,agriculture,Karnali,manufacturing,80532,702,0,1,0
B01385,22,M,married,secondary,salaried,Lumbini,health,79944,637,0,1,1
B01386,23,M,single,master,salaried,Madhesh,manufacturing,48468,668,0,1,0
B01387,43,F,single,secondary,agriculture,Karnali,agriculture,54620,620,1,2,1
B01388,32,F,married,secondary,salaried,Koshi,retail,49113,653,0,3,0
B01389,40,M,married,secondary,salaried,Bagmati,retail,78808,721,0,2,1
B01390,25,M,married,secondary,self-employed,Lumbini,wholesale,86900,578,0,3,0
B01391,57,M,single,secondary,self-employed,Madhesh,manufacturing,94880,727,0,3,0
B01392,58,M,married,bachelor,salaried,Koshi,construction,51621,588,0,3,0
B01393,50,M,single,secondary,salaried,Lumbini,services,54533,678,1,0,1
B01394,29,M,married,phd,salaried,Gandaki,services,80036,683,0,1,1
B01395,54,F,single,primary,self-employed,Sudurpashchim,wholesale,69918,707,0,0,1
B01396,64,F,single,secondary,informal,Koshi,wholesale,47235,665,1,1,1
B01397,55,M,single,primary,informal,Lumbini,health,51794,618,0,3,1
B01398,42,F,married,bachelor,business_owner,Koshi,agriculture,109993,685,0,0,1
B01399,64,M,single,primary,salaried,Bagmati,retail,93102,794,0,2,1
B01400,44,M,married,master,informal,Bagmati,construction,42216,674,0,2,0
B01401,37,M,married,bachelor,self-employed,Sudurpashchim,construction,78532,627,0,0,1
B01402,30,F,married,bachelor,salaried,Bagmati,agriculture,57365,649,1,1,1
B01403,50,F,married,bachelor,informal,Karnali,retail,60599,683,0,1,0
B01404,66,F,married,secondary,business_owner,Gandaki,services,88175,660,0,0,1
B01405,43,M,single,secondary,business_owner,Bagmati,retail,176452,653,0,2,1
B01406,52,F,married,secondary,business_owner,Gandaki,construction,127340,748,0,1,0
B01407,37,M,single,bachelor,salaried,Bagmati,agriculture,123641,703,0,1,0
B01408,70,F,single,secondary,salaried,Karnali,services,56790,668,0,0,0
B01409,37,M,married,primary,business_owner,Koshi,services,177383,669,0,1,0
B01410,34,M,married,phd,salaried,Lumbini,retail,80204,685,0,0,0
B01411,29,F,married,primary,self-employed,Lumbini,retail,69587,706,0,3,0
B01412,60,F,married,master,agriculture,Bagmati,health,59426,746,0,1,0
B01413,22,M,divorced,master,agriculture,Lumbini,retail,58549,652,0,3,1
B01414,65,F,single,secondary,self-employed,Bagmati,retail,75041,620,0,2,0
B01415,45,M,single,secondary,agriculture,Bagmati,health,57709,644,1,2,0
B01416,59,F,single,secondary,agriculture,Sudurpashchim,manufacturing,70941,627,0,1,0
B01417,29,F,single,bachelor,business_owner,Madhesh,construction,143010,591,0,1,0
B01418,42,F,married,bachelor,salaried,Madhesh,retail,61616,753,0,1,1
B01419,63,F,married,master,salaried,Sudurpashchim,manufacturing,60489,722,0,0,1
B01420,66,M,single,master,salaried,Madhesh,services,68251,549,0,3,1
B01421,24,M,divorced,bachelor,salaried,Gandaki,construction,92249,687,0,1,1
B01422,46,F,married,secondary,salaried,Madhesh,retail,54924,654,0,4,1
B01423,49,M,married,secondary,salaried,Bagmati,services,77842,648,0,2,0
B01424,65,M,single,master,self-employed,Karnali,construction,38125,538,1,0,0
B01425,54,M,single,secondary,informal,Karnali,manufacturing,53919,674,0,2,0
B01426,43,M,single,primary,salaried,Koshi,manufacturing,85035,679,0,1,1
B01427,57,F,single,bachelor,business_owner,Madhesh,retail,211242,610,0,1,0
B01428,31,M,married,secondary,business_owner,Karnali,retail,161638,764,0,1,1
B01429,26,F,single,master,salaried,Madhesh,agriculture,61975,719,0,3,0
B01430,38,M,married,bachelor,informal,Koshi,agriculture,21981,616,0,1,0
B01431,41,M,widowed,primary,self-employed,Karnali,health,100425,731,0,2,1
B01432,62,M,married,master,salaried,Bagmati,agriculture,63455,649,0,1,0
